ros_question_id,ros_answer_id
9163,527
9163,528
9163,529
9163,530
9163,531
9163,532
9163,533
9164,534
9164,535
9164,536
9164,537
9165,538
9165,539
9165,540
9166,541
9166,542
9166,543
9166,544
9166,545
9166,546
9166,547
9166,548
9168,549
9168,550
9168,551
9168,552
9169,553
9169,554
9169,555
9170,556
9170,557
9170,558
9171,559
9171,560
9171,561
9171,562
9171,563
9171,564
9172,565
9172,566
9173,567
9173,568
9173,569
9175,570
9176,571
9176,572
9176,573
9176,574
9177,575
9177,576
9177,577
9177,578
9178,579
9178,580
9178,581
9178,582
9178,583
9178,584
9178,585
9179,586
9179,587
9179,588
9179,589
9179,590
9179,591
9179,592
9179,593
9179,594
9179,595
9179,596
9179,597
9180,598
9180,599
9180,600
9180,601
9180,602
9180,603
9180,604
9180,605
9180,606
9180,607
9180,608
9180,609
9180,610
9181,611
9181,612
9182,613
9183,614
9184,615
9184,616
9184,617
9184,618
9184,619
9184,620
9184,621
9184,622
9184,623
9184,624
9184,625
9184,626
9186,627
9186,628
9186,629
9186,630
9186,631
9186,632
9186,633
9186,634
9186,635
9186,636
9186,637
9187,638
9187,639
9187,640
9188,641
9188,642
9188,643
9189,644
9189,645
9189,646
9189,647
9190,648
9190,649
9190,650
9190,651
9190,652
9190,653
9190,654
9190,655
9190,656
9190,657
9190,658
9190,659
9190,660
9192,661
9192,662
9192,663
9192,664
9192,665
9192,666
9192,667
9192,668
9192,669
9192,670
9192,671
9192,672
9192,673
9193,674
9193,675
9193,676
9193,677
9193,678
9194,679
9195,680
9195,681
9195,682
9195,683
9196,684
9197,685
9197,686
9197,687
9197,688
9197,689
9197,690
9197,691
9197,692
9197,693
9197,694
9198,695
9198,696
9198,697
9198,698
9198,699
9198,700
9200,701
9201,702
9201,703
9201,704
9201,705
9201,706
9201,707
9201,708
9201,709
9201,710
9201,711
9201,712
9201,713
9201,714
9202,715
9202,716
9204,717
9204,718
9204,719
9204,720
9204,721
9205,722
9205,723
9206,724
9206,725
9206,726
9206,727
9206,728
9206,729
9206,730
9206,731
9207,732
9207,733
9207,734
9207,735
9207,736
9207,737
9207,738
9207,739
9207,740
9207,741
9207,742
9207,743
9207,744
9207,745
9207,746
9208,747
9208,748
9208,749
9208,750
9208,751
9208,752
9209,753
9209,754
9209,755
9210,756
9210,757
9210,758
9210,759
9210,760
9211,761
9211,762
9211,763
9212,764
9212,765
9212,766
9213,767
9213,768
9213,769
9213,770
9214,771
9214,772
9214,773
9214,774
9215,775
9215,776
9215,777
9215,778
9216,779
9217,780
9217,781
9217,782
9217,783
9217,784
9217,785
9217,786
9217,787
9217,788
9218,789
9218,790
9218,791
9219,792
9219,793
9219,794
9219,795
9219,796
9219,797
9219,798
9220,799
9220,800
9220,801
9220,802
9221,803
9221,804
9221,805
9221,806
9221,807
9222,808
9223,809
9223,810
9223,811
9223,812
9223,813
9223,814
9223,815
9224,816
9224,817
9224,818
9224,819
9224,820
9224,821
9224,822
9224,823
9224,824
9224,825
9224,826
9224,827
9224,828
9225,829
9226,830
9228,831
9229,832
9229,833
9229,834
9229,835
9229,836
9229,837
9229,838
9230,839
9230,840
9230,841
9230,842
9230,843
9230,844
9230,845
9230,846
9231,847
9231,848
9231,849
9231,850
9231,851
9232,852
9232,853
9232,854
9232,855
9232,856
9232,857
9232,858
9233,859
9234,860
9234,861
9235,862
9235,863
9236,864
9236,865
9236,866
9236,867
9236,868
9236,869
9237,870
9237,871
9238,872
9238,873
9238,874
9238,875
9238,876
9240,877
9240,878
9240,879
9241,880
9241,881
9241,882
9241,883
9241,884
9241,885
9242,886
9242,887
9242,888
9242,889
9242,890
9242,891
9242,892
9242,893
9242,894
9242,895
9242,896
9242,897
9243,898
9243,899
9243,900
9243,901
9243,902
9243,903
9244,904
9244,905
9244,906
9244,907
9244,908
9244,909
9244,910
9245,911
9245,912
9245,913
9246,914
9247,915
9247,916
9248,917
9248,918
9249,919
9251,920
9251,921
9251,922
9251,923
9251,924
9251,925
9251,926
9251,927
9251,928
9251,929
9251,930
9252,931
9252,932
9252,933
9253,934
9253,935
9254,936
9255,937
9255,938
9255,939
9255,940
9255,941
9255,942
9255,943
9255,944
9255,945
9256,946
9256,947
9256,948
9256,949
9256,950
9257,951
9257,952
9257,953
9257,954
9257,955
9257,956
9257,957
9257,958
9257,959
9257,960
9259,961
9259,962
9259,963
9259,964
9259,965
9260,966
9260,967
9260,968
9260,969
9261,970
9261,971
9261,972
9261,973
9261,974
9261,975
9261,976
9261,977
9261,978
9262,979
9263,980
9263,981
9239,982
9239,983
9239,984
9239,985
9239,986
9239,987
9239,988
9239,989
9239,990
9264,991
9264,992
9264,993
9264,994
9265,995
9265,996
9265,997
9265,998
9265,999
9265,1000
9265,1001
9265,1002
9265,1003
9265,1004
9268,1005
9268,1006
9268,1007
9268,1008
9270,1009
9270,1010
9270,1011
9270,1012
9270,1013
9272,1014
9272,1015
9273,1016
9273,1017
9273,1018
9273,1019
9273,1020
9273,1021
9273,1022
9273,1023
9273,1024
9274,1025
9274,1026
9275,1027
9275,1028
9275,1029
9275,1030
9275,1031
9276,1032
9276,1033
9276,1034
9277,1035
9277,1036
9277,1037
9277,1038
9278,1039
9278,1040
9278,1041
9278,1042
9278,1043
9278,1044
9279,1045
9279,1046
9279,1047
9279,1048
9279,1049
9280,1050
9280,1051
9280,1052
9280,1053
9280,1054
9280,1055
9280,1056
9280,1057
9280,1058
9280,1059
9280,1060
9280,1061
9280,1062
9281,1063
9282,1064
9282,1065
9282,1066
9282,1067
9283,1068
9283,1069
9283,1070
9283,1071
9284,1072
9284,1073
9285,1074
9285,1075
9285,1076
9287,1077
9287,1078
9287,1079
9287,1080
9287,1081
9287,1082
9289,1083
9289,1084
9289,1085
9289,1086
9289,1087
9289,1088
9289,1089
9289,1090
9289,1091
9289,1092
9289,1093
9289,1094
9289,1095
9289,1096
9289,1097
9290,1098
9290,1099
9290,1100
9290,1101
9290,1102
9290,1103
9290,1104
9290,1105
9291,1106
9291,1107
9291,1108
9291,1109
9291,1110
9291,1111
9291,1112
9291,1113
9292,1114
9292,1115
9292,1116
9292,1117
9292,1118
9293,1119
9293,1120
9293,1121
9294,1122
9294,1123
9294,1124
9294,1125
9294,1126
9294,1127
9294,1128
9294,1129
9294,1130
9294,1131
9294,1132
9294,1133
9295,1134
9295,1135
9295,1136
9295,1137
9295,1138
9295,1139
9295,1140
9295,1141
9297,1142
9297,1143
9299,1144
9299,1145
9300,1146
9300,1147
9300,1148
9300,1149
9300,1150
9300,1151
9300,1152
9300,1153
9300,1154
9300,1155
9301,1156
9301,1157
9301,1158
9301,1159
9301,1160
9301,1161
9301,1162
9301,1163
9302,1164
9302,1165
9302,1166
9302,1167
9303,1168
9303,1169
9304,1170
9304,1171
9304,1172
9305,1173
9305,1174
9305,1175
9305,1176
9305,1177
9305,1178
9305,1179
9305,1180
9306,1181
9306,1182
9307,1183
9307,1184
9308,1185
9308,1186
9308,1187
9308,1188
9310,1189
9310,1190
9310,1191
9310,1192
9310,1193
9311,1194
9311,1195
9311,1196
9311,1197
9311,1198
9311,1199
9311,1200
9311,1201
9311,1202
9312,1203
9312,1204
9313,1205
9313,1206
9314,1207
9314,1208
9314,1209
9314,1210
9314,1211
9314,1212
9315,1213
9315,1214
9315,1215
9315,1216
9315,1217
9316,1218
9316,1219
9316,1220
9316,1221
9316,1222
9316,1223
9316,1224
9316,1225
9316,1226
9316,1227
9316,1228
9316,1229
9316,1230
9316,1231
9316,1232
9316,1233
9316,1234
9316,1235
9316,1236
9316,1237
9317,1238
9317,1239
9317,1240
9318,1241
9318,1242
9318,1243
9318,1244
9318,1245
9320,1246
9320,1247
9320,1248
9321,1249
9321,1250
9321,1251
9321,1252
9321,1253
9321,1254
9321,1255
9321,1256
9322,1257
9322,1258
9322,1259
9322,1260
9322,1261
9322,1262
9323,1263
9323,1264
9323,1265
9323,1266
9323,1267
9323,1268
9323,1269
9324,1270
9324,1271
9324,1272
9325,1273
9325,1274
9327,1275
9327,1276
9327,1277
9328,1278
9328,1279
9329,1280
9331,1281
9331,1282
9331,1283
9331,1284
9331,1285
9331,1286
9331,1287
9331,1288
9331,1289
9331,1290
9331,1291
9332,1292
9332,1293
9333,1294
9334,1295
9335,1296
9335,1297
9335,1298
9335,1299
9336,1300
9336,1301
9336,1302
9336,1303
9336,1304
9336,1305
9336,1306
9337,1307
9337,1308
9337,1309
9337,1310
9337,1311
9337,1312
9337,1313
9337,1314
9337,1315
9337,1316
9337,1317
9337,1318
9338,1319
9338,1320
9338,1321
9338,1322
9338,1323
9338,1324
9338,1325
9338,1326
9338,1327
9339,1328
9339,1329
9339,1330
9339,1331
9339,1332
9339,1333
9339,1334
9339,1335
9339,1336
9341,1337
9342,1338
9342,1339
9342,1340
9343,1341
9343,1342
9343,1343
9343,1344
9343,1345
9343,1346
9343,1347
9343,1348
9343,1349
9343,1350
9345,1351
9345,1352
9347,1353
9347,1354
9347,1355
9348,1356
9348,1357
9348,1358
9348,1359
9348,1360
9348,1361
9348,1362
9349,1363
9349,1364
9349,1365
9349,1366
9349,1367
9349,1368
9350,1369
9350,1370
9350,1371
9350,1372
9350,1373
9350,1374
9350,1375
9350,1376
9350,1377
9350,1378
9353,1379
9353,1380
9353,1381
9353,1382
9353,1383
9353,1384
9353,1385
9353,1386
9353,1387
9353,1388
9353,1389
9356,1390
9356,1391
9356,1392
9356,1393
9356,1394
9356,1395
9357,1396
9357,1397
9357,1398
9357,1399
9358,1400
9358,1401
9358,1402
9359,1403
9359,1404
9359,1405
9359,1406
9359,1407
9359,1408
9361,1409
9361,1410
9361,1411
9361,1412
9361,1413
9362,1414
9362,1415
9362,1416
9363,1417
9364,1418
9364,1419
9364,1420
9364,1421
9364,1422
9364,1423
9364,1424
9365,1425
9366,1426
9366,1427
9366,1428
9366,1429
9366,1430
9367,1431
9367,1432
9368,1433
9368,1434
9368,1435
9369,1436
9370,1437
9370,1438
9370,1439
9370,1440
9370,1441
9370,1442
9370,1443
9371,1444
9371,1445
9371,1446
9371,1447
9371,1448
9371,1449
9371,1450
9371,1451
9371,1452
9371,1453
9371,1454
9371,1455
9372,1456
9372,1457
9373,1458
9373,1459
9373,1460
9373,1461
9373,1462
9373,1463
9373,1464
9374,1465
9374,1466
9374,1467
9375,1468
9376,1469
9376,1470
9376,1471
9377,1472
9377,1473
9377,1474
9377,1475
9377,1476
9377,1477
9377,1478
9378,1479
9378,1480
9379,1481
9380,1482
9381,1483
9381,1484
9381,1485
9381,1486
9381,1487
9381,1488
9382,1489
9382,1490
9382,1491
9382,1492
9382,1493
9383,1494
9383,1495
9383,1496
9383,1497
9383,1498
9384,1499
9384,1500
9384,1501
9384,1502
9384,1503
9384,1504
9384,1505
9385,1506
9385,1507
9385,1508
9388,1509
9386,1510
9386,1511
9386,1512
9386,1513
9387,1514
9387,1515
9390,1516
9392,1517
9392,1518
9392,1519
9393,1520
9394,1521
9394,1522
9394,1523
9394,1524
9395,1525
9395,1526
9395,1527
9396,1528
9396,1529
9396,1530
9396,1531
9396,1532
9396,1533
9396,1534
9396,1535
9396,1536
9389,1537
9398,1538
9398,1539
9398,1540
9398,1541
9399,1542
9400,1543
9400,1544
9400,1545
9400,1546
9400,1547
9400,1548
9401,1549
9401,1550
9402,1551
9402,1552
9402,1553
9402,1554
9403,1555
9403,1556
9403,1557
9403,1558
9403,1559
9403,1560
9403,1561
9403,1562
9403,1563
9403,1564
9403,1565
9404,1566
9404,1567
9405,1568
9405,1569
9405,1570
9405,1571
9406,1572
9406,1573
9407,1574
9409,1575
9409,1576
9409,1577
9409,1578
9409,1579
9410,1580
9410,1581
9410,1582
9410,1583
9411,1584
9411,1585
9411,1586
9412,1587
9412,1588
9412,1589
9412,1590
9413,1591
9414,1592
9415,1593
9415,1594
9415,1595
9415,1596
9415,1597
9415,1598
9415,1599
9415,1600
9415,1601
9416,1602
9416,1603
9417,1604
9417,1605
9417,1606
9418,1607
9418,1608
9418,1609
9419,1610
9419,1611
9419,1612
9421,1613
9421,1614
9421,1615
9421,1616
9421,1617
9422,1618
9422,1619
9422,1620
9422,1621
9423,1622
9423,1623
9423,1624
9424,1625
9424,1626
9424,1627
9424,1628
9424,1629
9425,1630
9426,1631
9426,1632
9426,1633
9426,1634
9426,1635
9426,1636
9426,1637
9426,1638
9426,1639
9427,1640
9427,1641
9427,1642
9427,1643
9427,1644
9428,1645
9428,1646
9428,1647
9429,1648
9429,1649
9429,1650
9429,1651
9429,1652
9429,1653
9429,1654
9429,1655
9429,1656
9429,1657
9429,1658
9429,1659
9429,1660
9429,1661
9429,1662
9429,1663
9429,1664
9429,1665
9429,1666
9429,1667
9429,1668
9429,1669
9429,1670
9430,1671
9430,1672
9430,1673
9430,1674
9430,1675
9430,1676
9430,1677
9430,1678
9430,1679
9430,1680
9430,1681
9431,1682
9431,1683
9431,1684
9431,1685
9431,1686
9431,1687
9432,1688
9432,1689
9432,1690
9432,1691
9432,1692
9432,1693
9432,1694
9432,1695
9432,1696
9432,1697
9433,1698
9433,1699
9434,1700
9434,1701
9434,1702
9434,1703
9434,1704
9434,1705
9435,1706
9435,1707
9435,1708
9435,1709
9437,1710
9437,1711
9438,1712
9438,1713
9438,1714
9438,1715
9438,1716
9439,1717
9439,1718
9439,1719
9440,1720
9440,1721
9440,1722
9440,1723
9440,1724
9440,1725
9440,1726
9440,1727
9440,1728
9440,1729
9440,1730
9440,1731
9440,1732
9440,1733
9440,1734
9440,1735
9440,1736
9441,1737
9441,1738
9441,1739
9441,1740
9441,1741
9441,1742
9442,1743
9442,1744
9442,1745
9442,1746
9442,1747
9442,1748
9442,1749
9442,1750
9443,1751
9443,1752
9444,1753
9444,1754
9444,1755
9444,1756
9444,1757
9444,1758
9444,1759
9444,1760
9444,1761
9444,1762
9444,1763
9444,1764
9444,1765
9444,1766
9444,1767
9445,1768
9445,1769
9445,1770
9446,1771
9446,1772
9446,1773
9446,1774
9446,1775
9446,1776
9446,1777
9446,1778
9446,1779
9446,1780
9446,1781
9446,1782
9447,1783
9447,1784
9447,1785
9447,1786
9448,1787
9448,1788
9448,1789
9448,1790
9448,1791
9448,1792
9448,1793
9448,1794
9449,1795
9450,1796
9450,1797
9450,1798
9450,1799
9450,1800
9450,1801
9450,1802
9450,1803
9450,1804
9450,1805
9450,1806
9450,1807
9450,1808
9450,1809
9450,1810
9451,1811
9452,1812
9452,1813
9453,1814
9453,1815
9453,1816
9453,1817
9454,1818
9455,1819
9455,1820
9455,1821
9455,1822
9455,1823
9455,1824
9456,1825
9456,1826
9456,1827
9456,1828
9456,1829
9456,1830
9456,1831
9456,1832
9456,1833
9456,1834
9456,1835
9456,1836
9456,1837
9456,1838
9456,1839
9457,1840
9457,1841
9457,1842
9458,1843
9458,1844
9459,1845
9459,1846
9459,1847
9459,1848
9459,1849
9459,1850
9459,1851
9459,1852
9460,1853
9460,1854
9460,1855
9460,1856
9461,1857
9461,1858
9463,1859
9463,1860
9463,1861
9463,1862
9463,1863
9463,1864
9463,1865
9463,1866
9465,1867
9465,1868
9465,1869
9465,1870
9465,1871
9465,1872
9465,1873
9465,1874
9466,1875
9466,1876
9466,1877
9466,1878
9466,1879
9466,1880
9466,1881
9466,1882
9466,1883
9466,1884
9466,1885
9466,1886
9468,1887
9468,1888
9468,1889
9468,1890
9468,1891
9468,1892
9468,1893
9468,1894
9468,1895
9468,1896
9469,1897
9469,1898
9469,1899
9469,1900
9469,1901
9470,1902
9471,1903
9471,1904
9471,1905
9471,1906
9471,1907
9473,1908
9473,1909
9474,1910
9474,1911
9474,1912
9474,1913
9474,1914
9474,1915
9474,1916
9474,1917
9474,1918
9474,1919
9474,1920
9474,1921
9474,1922
9474,1923
9475,1924
9477,1925
9477,1926
9477,1927
9477,1928
9478,1929
9478,1930
9478,1931
9478,1932
9478,1933
9478,1934
9478,1935
9478,1936
9478,1937
9478,1938
9478,1939
9391,1940
9391,1941
9391,1942
9479,1943
9479,1944
9480,1945
9480,1946
9480,1947
9480,1948
9480,1949
9480,1950
9480,1951
9480,1952
9480,1953
9480,1954
9480,1955
9481,1956
9484,1957
9484,1958
9484,1959
9484,1960
9484,1961
9485,1962
9485,1963
9486,1964
9486,1965
9486,1966
9486,1967
9486,1968
9487,1969
9488,1970
9488,1971
9488,1972
9488,1973
9488,1974
9489,1975
9490,1976
9490,1977
9490,1978
9490,1979
9490,1980
9490,1981
9491,1982
9491,1983
9491,1984
9491,1985
9492,1986
9492,1987
9492,1988
9493,1989
9493,1990
9493,1991
9494,1992
9494,1993
9494,1994
9495,1995
9495,1996
9495,1997
9495,1998
9496,1999
9496,2000
9496,2001
9496,2002
9496,2003
9496,2004
9496,2005
9496,2006
9496,2007
9496,2008
9496,2009
9498,2010
9499,2011
9499,2012
9499,2013
9499,2014
9499,2015
9499,2016
9499,2017
9499,2018
9504,2019
9504,2020
9504,2021
9506,2022
9506,2023
9506,2024
9505,2025
9505,2026
9497,2027
9502,2028
9502,2029
9502,2030
9503,2031
9503,2032
9503,2033
9500,2034
9500,2035
9500,2036
9500,2037
9500,2038
9500,2039
9500,2040
9507,2041
9507,2042
9508,2043
9508,2044
9508,2045
9508,2046
9508,2047
9508,2048
9508,2049
9508,2050
9508,2051
9508,2052
9509,2053
9509,2054
9509,2055
9509,2056
9509,2057
9509,2058
9510,2059
9510,2060
9510,2061
9510,2062
9511,2063
9511,2064
9511,2065
9511,2066
9511,2067
9512,2068
9512,2069
9512,2070
9512,2071
9513,2072
9513,2073
9513,2074
9513,2075
9513,2076
9513,2077
9513,2078
9513,2079
9513,2080
9514,2081
9515,2082
9515,2083
9516,2084
9518,2085
9518,2086
9518,2087
9519,2088
9519,2089
9519,2090
9519,2091
9519,2092
9519,2093
9519,2094
9519,2095
9519,2096
9519,2097
9519,2098
9519,2099
9519,2100
9519,2101
9520,2102
9520,2103
9520,2104
9520,2105
9520,2106
9520,2107
9520,2108
9520,2109
9521,2110
9521,2111
9521,2112
9521,2113
9522,2114
9522,2115
9522,2116
9522,2117
9523,2118
9523,2119
9524,2120
9525,2121
9525,2122
9525,2123
9526,2124
9526,2125
9527,2126
9527,2127
9527,2128
9528,2129
9528,2130
9528,2131
9528,2132
9528,2133
9528,2134
9529,2135
9529,2136
9530,2137
9530,2138
9532,2139
9532,2140
9533,2141
9533,2142
9533,2143
9533,2144
9534,2145
9534,2146
9535,2147
9536,2148
9536,2149
9537,2150
9537,2151
9538,2152
9538,2153
9538,2154
9539,2155
9540,2156
9540,2157
9540,2158
9540,2159
9540,2160
9540,2161
9540,2162
9540,2163
9541,2164
9541,2165
9541,2166
9541,2167
9542,2168
9543,2169
9543,2170
9543,2171
9543,2172
9543,2173
9543,2174
9543,2175
9543,2176
9543,2177
9543,2178
9543,2179
9543,2180
9544,2181
9544,2182
9544,2183
9544,2184
9544,2185
9544,2186
9544,2187
9544,2188
9544,2189
9544,2190
9544,2191
9544,2192
9544,2193
9544,2194
9544,2195
9544,2196
9544,2197
9545,2198
9545,2199
9545,2200
9545,2201
9545,2202
9545,2203
9547,2204
9550,2205
9550,2206
9550,2207
9551,2208
9551,2209
9552,2210
9552,2211
9552,2212
9552,2213
9552,2214
9552,2215
9553,2216
9553,2217
9553,2218
9553,2219
9548,2220
9549,2221
9549,2222
9554,2223
9554,2224
9554,2225
9554,2226
9554,2227
9554,2228
9554,2229
9554,2230
9554,2231
9554,2232
9554,2233
9554,2234
9554,2235
9554,2236
9554,2237
9555,2238
9556,2239
9556,2240
9556,2241
9556,2242
9556,2243
9556,2244
9557,2245
9558,2246
9558,2247
9558,2248
9559,2249
9559,2250
9559,2251
9559,2252
9559,2253
9559,2254
9559,2255
9559,2256
9559,2257
9559,2258
9559,2259
9559,2260
9559,2261
9559,2262
9559,2263
9559,2264
9559,2265
9559,2266
9559,2267
9559,2268
9559,2269
9560,2270
9561,2271
9561,2272
9561,2273
9561,2274
9561,2275
9561,2276
9563,2277
9563,2278
9563,2279
9563,2280
9564,2281
9565,2282
9565,2283
9565,2284
9565,2285
9566,2286
9566,2287
9566,2288
9566,2289
9566,2290
9567,2291
9567,2292
9568,2293
9569,2294
9569,2295
9569,2296
9569,2297
9570,2298
9571,2299
9572,2300
9572,2301
9572,2302
9562,2303
9562,2304
9562,2305
9573,2306
9574,2307
9574,2308
9574,2309
9575,2310
9575,2311
9577,2312
9578,2313
9578,2314
9579,2315
9579,2316
9579,2317
9579,2318
9579,2319
9579,2320
9579,2321
9579,2322
9579,2323
9579,2324
9579,2325
9579,2326
9579,2327
9579,2328
9579,2329
9579,2330
9579,2331
9579,2332
9579,2333
9579,2334
9579,2335
9579,2336
9579,2337
9579,2338
9579,2339
9579,2340
9581,2341
9581,2342
9582,2343
9583,2344
9584,2345
9584,2346
9585,2347
9585,2348
9585,2349
9585,2350
9585,2351
9586,2352
9587,2353
9587,2354
9588,2355
9588,2356
9588,2357
9588,2358
9590,2359
9591,2360
9591,2361
9591,2362
9591,2363
9591,2364
9591,2365
9591,2366
9591,2367
9591,2368
9591,2369
9591,2370
9593,2371
9593,2372
9593,2373
9593,2374
9594,2375
9594,2376
9594,2377
9594,2378
9595,2379
9595,2380
9597,2381
9597,2382
9597,2383
9597,2384
9597,2385
9597,2386
9597,2387
9597,2388
9598,2389
9598,2390
9598,2391
9598,2392
9598,2393
9598,2394
9598,2395
9598,2396
9599,2397
9600,2398
9600,2399
9600,2400
9601,2401
9602,2402
9602,2403
9602,2404
9602,2405
9592,2406
9592,2407
9604,2408
9604,2409
9604,2410
9604,2411
9604,2412
9604,2413
9604,2414
9605,2415
9606,2416
9606,2417
9606,2418
9606,2419
9606,2420
9606,2421
9606,2422
9606,2423
9607,2424
9607,2425
9608,2426
9608,2427
9608,2428
9609,2429
9610,2430
9610,2431
9611,2432
9611,2433
9611,2434
9611,2435
9611,2436
9611,2437
9613,2438
9613,2439
9613,2440
9613,2441
9613,2442
9613,2443
9613,2444
9614,2445
9614,2446
9615,2447
9615,2448
9615,2449
9615,2450
9615,2451
9616,2452
9616,2453
9616,2454
9616,2455
9616,2456
9617,2457
9618,2458
9618,2459
9619,2460
9619,2461
9619,2462
9619,2463
9619,2464
9620,2465
9620,2466
9620,2467
9620,2468
9620,2469
9620,2470
9620,2471
9620,2472
9620,2473
9621,2474
9624,2475
9624,2476
9624,2477
9624,2478
9624,2479
9624,2480
9624,2481
9624,2482
9624,2483
9624,2484
9624,2485
9624,2486
9624,2487
9624,2488
9624,2489
9624,2490
9625,2491
9625,2492
9625,2493
9625,2494
